,JKL,ATC ,INN,Zaštićeno ime leka,FO,Pakovanje i jačina  leka,Naziv proizvođača leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
506,1070332,N05AH04,kvetiapin,KVENTIAX SR,tableta sa produženim oslobađanjem,"blister, 60 po 150 mg","Krka D.D., Novo mesto; 
TAD Pharma GmbH","Slovenija; 
Nemačka",1483.7,"0,4 g",65.94222222222223,0.4,"1. Šizofrenija i drugi psihotični poremećaji (F20-F29)
2. Manične, depresivne i mešovite epizode povezane sa bipolarnim poremećajima sa ili bez psihotičnih simptoma (F31).",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
507,1070330,N05AH04,kvetiapin,KVENTIAX SR,tableta sa produženim oslobađanjem,"blister, 60 po 200 mg","Krka D.D., Novo mesto; 
TAD Pharma GmbH","Slovenija; 
Nemačka",1791.1,"0,4 g",59.70333333333333,0.55,"1. Šizofrenija i drugi psihotični poremećaji (F20-F29)
2. Manične, depresivne i mešovite epizode povezane sa bipolarnim poremećajima sa ili bez psihotičnih simptoma (F31).",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
508,1070333,N05AH04,kvetiapin,KVENTIAX SR,tableta sa produženim oslobađanjem,"blister, 60 po 300 mg","Krka D.D., Novo mesto; 
TAD Pharma GmbH","Slovenija; 
Nemačka",2887.3,"0,4 g",64.16222222222223,0.65,"1. Šizofrenija i drugi psihotični poremećaji (F20-F29)
2. Manične, depresivne i mešovite epizode povezane sa bipolarnim poremećajima sa ili bez psihotičnih simptoma (F31).",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
509,2070924,N05AX08,risperidon,RISPOLEPT,oralni rastvor ,"boca staklena,100 ml (1 mg/ml)",Janssen Pharmaceutica N.V.,Belgija,1462.4,5 mg,73.12,0.25,"1. Šizofrenija, šizotipski poremećaji i poremećaji sa sumanutošću (F20 - F29),
 2. Bipolarni afektivni poremećaj (F31)
 3. Prolazna psihotična stanja kod organskih poremećaja (F00.0, F06.0; F06.2; F06.9 ).","Za indikacije pod 1. i 2. samo za osobe starije od 18 godina,
Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa."
510,1071710,N05BA06,lorazepam,LORAZEPAM HF,tableta,30 po 1 mg,Hemofarm a.d.,Republika Srbija,151.3,"2,5 mg",12.608333333333334,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
511,1071711,N05BA06,lorazepam,LORAZEPAM HF,tableta," 20 po 2,5 mg",Hemofarm a.d.,Republika Srbija,180.2,"2,5 mg",9.01,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
512,1071720,N05BA08,bromazepam,BROMAZEPAM HF,tableta,"blister, 30 po 1,5 mg",Hemofarm a.d.,Republika Srbija,71.0,10 mg,15.777777777777777,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
513,1071721,N05BA08,bromazepam,BROMAZEPAM HF,tableta,"blister, 30 po 3 mg",Hemofarm a.d.,Republika Srbija,95.0,10 mg,10.555555555555555,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
514,1071722,N05BA08,bromazepam,BROMAZEPAM HF,tableta,"blister, 20 po 6 mg",Hemofarm a.d.,Republika Srbija,87.0,10 mg,7.25,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
515,1071624,N05BA08,bromazepam,LEXILIUM,tableta,"blister, 30 po 1,5 mg",Alkaloid a.d. u saradnji sa F. Hoffmann-La Roche Ltd.,Republika Makedonija,71.0,10 mg,15.777777777777777,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
516,1071626,N05BA08,bromazepam,LEXILIUM,tableta,"blister, 30 po 3 mg",Alkaloid a.d. u saradnji sa F. Hoffmann-La Roche Ltd.,Republika Makedonija,95.0,10 mg,10.555555555555555,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
517,1071320,N05BA08,bromazepam,LEXAURIN,tableta,"blister, 30 po 1,5 mg",Krka Tovarna Zdravil d.d.,Slovenija,71.0,10 mg,15.777777777777777,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
518,1071322,N05BA08,bromazepam,LEXAURIN,tableta,"blister, 30 po 3 mg",Krka Tovarna Zdravil d.d.,Slovenija,95.0,10 mg,10.555555555555555,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
519,1071324,N05BA08,bromazepam,LEXAURIN,tableta,"blister, 30 po 6 mg",Krka Tovarna Zdravil d.d.,Slovenija,130.5,10 mg,7.25,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
520,1071752,N05BA12,alprazolam,KSALOL,tableta," blister, 30 po 1 mg",Galenika a.d.,Republika Srbija,166.1,1  mg,5.536666666666666,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
521,1071755,N05BA12,alprazolam,HELEX,tableta,"blister, 30 po 0,25 mg",Krka Tovarna Zdravil d.d.; Krka Farma d.o.o.,Slovenija; Hrvatska,50.1,1 mg,6.680000000000001,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
522,1071756,N05BA12,alprazolam,HELEX,tableta,"blister, 30 po 0,5 mg",Krka Tovarna Zdravil d.d.; Krka Farma d.o.o.,Slovenija; Hrvatska,81.8,1 mg,5.453333333333333,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
523,1071757,N05BA12,alprazolam,HELEX,tableta,"blister, 30 po 1 mg",Krka Tovarna Zdravil d.d.; Krka Farma d.o.o.,Slovenija; Hrvatska,166.1,1 mg,5.536666666666666,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
524,1077260,N05CD02,nitrazepam,NIPAM,tableta,"blister, 10 po 5 mg",Bosnalijek d.d.,Bosna i Hercegovina,63.9,5 mg,6.390000000000001,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
525,1077196,N05CD02,nitrazepam,CERSON,tableta,"blister, 10 po 5 mg",Belupo Lijekovi i kozmetika d.d.,Hrvatska,63.9,5 mg,6.390000000000001,0.9,,"Lek propisuje izabrani lekar bez mišljenja lekara specijaliste određene grane medicine  do tri meseca u toku 12 meseci, a nastavak terapije uz mišljenje lekara specijaliste određene grane medicine  (psihijatra ili neuropsihijatra ili neurologa )."
526,1071461,N05CD08,midazolam,FLORMIDAL,film tableta," blister, 30 po 15 mg","Galenika a.d. u saradnji sa F.Hoffmann-La Roche Ltd, Švajcarska",Republika Srbija,889.3,15 mg,29.64333333333333,0.9,,Lek se uvodi u terapiju na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
527,1077301,N05CF02,zolpidem,SANVAL,film tableta,"blister, 20 po 5 mg",Lek farmacevtska družba d.d.,Slovenija,83.1,10 mg,8.309999999999999,0.9,,Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
528,1077300,N05CF02,zolpidem,SANVAL,film tableta,"blister, 20 po 10 mg",Lek farmacevtska družba d.d.,Slovenija,84.5,10 mg,4.225,0.9,,Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
529,1077302,N05CF02,zolpidem,BELBIEN,film tableta,"blister, 20 po 10 mg",Hemofarm a.d.,Republika Srbija,84.5,10 mg,4.225,0.9,,Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
530,1077311,N05CF02,zolpidem,LUNATA,film tableta,"blister, 20 po 5 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,83.1,10 mg,8.309999999999999,0.9,,Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
531,1077313,N05CF02,zolpidem,LUNATA,film tableta,"blister, 20 po 10 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,84.5,10 mg,4.225,0.9,,Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
532,1072740,N06AA04,klomipramin,ANAFRANIL,obložena tableta, 30 po 25 mg,Novartis Farma S.P.A.,Italija,276.3,"0,1 g",36.84,0.75,,Lek se uvodi u terapiju na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
533,1072910,N06AB05,paroksetin,SEROXAT,film tableta,"blister, 30 po 20 mg", GlaxoSmithKline Pharmaceuticals S.A; S.C. Europharm S.A.,Poljska; Rumunija,252.4,20 mg,8.413333333333334,0.35," 1. Depresivna epizoda (F32),
 2. Rekurentni depresivni poremećaj (F33),
 3. Agorafobija (F40.0),
 4. Drugi anksiozni poremećaji (F41),
 5. Opsesivno - kompulsivni  poremećaji  (F42),
 6. Posttraumatski stresni poremećaj (F43.1),
 7. Organski anksiozni poremećaj (F06.4).","Samo za osobe starije od 18 godina.
Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa."
534,1072782,N06AG02,moklobemid,AURORIX,film tableta,"blister, 30 po 300 mg",Meda Pharma GmbH & Co.KG; Cenexi S.A.S,Nemačka; Francuska,1492.9,"0,3 g",49.763333333333335,0.65,, Lek se uvodi u terapiju na osnovu mišljenja psihijatra/neuropsihijatra.
535,1072750,N06AX03,mianserin,TOLVON,film tableta,"blister, 30 po 30 mg",N.V. Organon,Holandija,597.5,60 mg,39.833333333333336,0.65,"1. Akutna depresivna epizoda (F32);
2. Rekurentna depresivna epizoda (F33).", Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
536,1072631,N06AX05,trazodon,TRITTICO Retard,tableta sa produženim oslobađanjem,20 po 150 mg,Aziende Chimiche Riunite Angelini Francesco  S.P.A.,Italija,511.9,"0,3 g",51.19,0.75,"1. Depresija ( F32 )
2. Rekurentna depresivna epizoda ( F33 ).",Lek se uvodi u terapiju za indikacije pod tačkom 1. i 2. na osnovu mišljenja psihijatra/neuropsihijatra.
537,1072705,N06AX11,mirtazapin,CALIXTA,film tableta,"blister, 30 po 30 mg",Belupo Lijekovi i kozmetika d.d.,Hrvatska,289.0,30 mg,9.633333333333333,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni  depresivni poremećaj   (F33).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
538,1072861,N06AX11,mirtazapin,REMIRTA,film tableta,"blister, 30 po 30 mg",Zdravlje a.d;     Actavis LTD.;    Actavis EHF,Republika Srbija; Malta;        Island,289.0,30 mg,9.633333333333333,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni  depresivni poremećaj   (F33).", Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
539,1072050,N06AX11,mirtazapin,MIRZATEN ,film tableta,"blister, 30 po 30mg","Krka, Tovana Zdravil d.d",Slovenija,289.0,30 mg,9.633333333333333,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni  depresivni poremećaj   (F33).", Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
540,1072051,N06AX11,mirtazapin,MIRZATEN ,film tableta,"blister, 30 po 45mg","Krka, Tovana Zdravil d.d",Slovenija,625.4,30 mg,13.897777777777778,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni  depresivni poremećaj   (F33).", Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
541,1089141,N06AX12,bupropion,WELLBUTRIN XR,tableta sa modifikovanim oslobađanjem,"bočica, 30 po 150 mg",Aspen Bad Oldesloe GmbH,Nemačka,1243.2,300 mg,82.88000000000001,0.85,"1. Depresivna epizoda (F32),
2. Rekurentni  depresivni poremećaj   ( F33.0; F33.1; F33.2; F33.4, F33.8; F33.9 ).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
542,1089140,N06AX12,bupropion,WELLBUTRIN XR,tableta sa modifikovanim oslobađanjem,"bočica, 30 po 300 mg",Aspen Bad Oldesloe GmbH,Nemačka,2150.0,300 mg,71.66666666666667,0.85,"1. Depresivna epizoda (F32),
2. Rekurentni  depresivni poremećaj   ( F33.0; F33.1; F33.2; F33.4, F33.8; F33.9 ).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
543,1072600,N06AX14,tianeptin,COAXIL,obložena tableta,"blister, 30 po 12,5 mg",Les Laboratoires Servier Industrie,Francuska,451.8,"37,5 mg",45.18000000000001,0.6,"1. Akutna depresivna epizoda (F32);
2. Rekurentna depresivna epizoda (F33).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
544,1072992,N06AX16,venlafaksin,ALVENTA,"kapsula sa produženim oslobadjanjem, tvrda","blister, 28 po 75 mg",Krka Tovarna Zdravil d.d.,Slovenija,328.0,"0,1 g",15.619047619047619,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni depresivni poremećaj (F33),
3. Agorafobija  (F40.0),
4. Socijalna fobija (F40.1),
5. Drugi anksiozni poremećaji (F41),
6. Posttraumatski stresni poremećaji (F43.1). ",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
545,1072990,N06AX16,venlafaksin,ALVENTA,"kapsula sa produženim oslobadjanjem, tvrda","blister, 28 po 150 mg",Krka Tovarna Zdravil d.d.,Slovenija,544.1,"0,1 g",12.954761904761906,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni depresivni poremećaj (F33),
3. Agorafobija  (F40.0),
4. Socijalna fobija (F40.1),
5. Drugi anksiozni poremećaji (F41),
6. Posttraumatski stresni poremećaji (F43.1). ",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
546,1072489,N06AX16,venlafaksin,VENLAX,"kapsula sa produženim oslobađanjem, tvrda","blister, 30 po 37,5 mg",Galenika a.d.,Republika Srbija,262.7,"0,1 g",23.35111111111111,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni depresivni poremećaj (F33),
3. Agorafobija  (F40.0),
4. Socijalna fobija (F40.1),
5. Drugi anksiozni poremećaji (F41),
6. Posttraumatski stresni poremećaji (F43.1). ",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
547,1072488,N06AX16,venlafaksin,VENLAX,"kapsula sa produženim oslobađanjem, tvrda","blister, 30 po 75 mg",Galenika a.d.,Republika Srbija,351.4,"0,1 g",15.617777777777778,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni depresivni poremećaj (F33),
3. Agorafobija  (F40.0),
4. Socijalna fobija (F40.1),
5. Drugi anksiozni poremećaji (F41),
6. Posttraumatski stresni poremećaji (F43.1). ",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
548,1072855,N06AX16,venlafaksin,VELAFAX,tableta,"blister, 28 po 37,5 mg",Pliva Hrvatska d.o.o.,Hrvatska,245.2,"0,1 g",23.35238095238095,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni depresivni poremećaj (F33),
3. Agorafobija (F40.0),
4. Socijalna fobija (F40.1),
5. Drugi anksiozni poremećaji (F41),
6. Posttraumatski stresni poremećaji (F43.1).",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
549,1072856,N06AX16,venlafaksin,VELAFAX,tableta,"blister, 28 po 75 mg",Pliva Hrvatska d.o.o.,Hrvatska,328.0,"0,1 g",15.619047619047619,0.5,"1. Depresivna epizoda (F32),
2. Rekurentni depresivni poremećaj (F33),
3. Agorafobija (F40.0),
4. Socijalna fobija (F40.1),
5. Drugi anksiozni poremećaji (F41),
6. Posttraumatski stresni poremećaji (F43.1).",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
550,1072037,N06AX21,duloksetin,TAITA,"gastrorezistentna kapsula, tvrda","blister,  28 po 30 mg",Hemofarm a.d. Vršac,Republika Srbija,501.3,60 mg,35.80714285714286,0.75,"1. Teške depresivne epizode (F32.2;F32.3)
2. Rekurentni depresivni poremećaj (F33)
3. Generalizovani anksiozni poremećaji (F41.1)
4. Neuropatski bol (G63.2)","Za indikacije pod tačkom 1, 2 i 3 lek se uvodi u terapiju na  osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa, a pod tačkom 4. na osnovu mišljenja neurologa ili neuropsihijatra"
551,1072036,N06AX21,duloksetin,TAITA,"gastrorezistentna kapsula, tvrda","blister,  28 po 60 mg",Hemofarm a.d. Vršac,Republika Srbija,1000.8,60 mg,35.74285714285714,0.75,"1. Teške depresivne epizode (F32.2;F32.3)
2. Rekurentni depresivni poremećaj (F33)
3. Generalizovani anksiozni poremećaji (F41.1)
4. Neuropatski bol (G63.2)","Za indikacije pod tačkom 1, 2 i 3 lek se uvodi u terapiju na  osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa, a pod tačkom 4. na osnovu mišljenja neurologa ili neuropsihijatra"
552,1072010,N06AX21,duloksetin,DULSEVIA,"gastrorezistentna kapsula, tvrda","blister, 28 po 30 mg","Krka d.d., Novo Mesto",Slovenija,501.3,60 mg,35.80714285714286,0.75,"1. Teške depresivne epizode (F32.2;F32.3)
2. Rekurentni depresivni poremećaj (F33)
3. Generalizovani anksiozni poremećaji (F41.1)
4. Neuropatski bol (G63.2)","Za indikacije pod tačkom 1, 2 i 3 lek se uvodi u terapiju na  osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa, a pod tačkom 4. na osnovu mišljenja neurologa ili neuropsihijatra."
553,1072011,N06AX21,duloksetin,DULSEVIA,"gastrorezistentna kapsula, tvrda","blister, 28 po 60 mg","Krka d.d., Novo Mesto",Slovenija,1000.8,60 mg,35.74285714285714,0.75,"1. Teške depresivne epizode (F32.2;F32.3)
2. Rekurentni depresivni poremećaj (F33)
3. Generalizovani anksiozni poremećaji (F41.1)
4. Neuropatski bol (G63.2)","Za indikacije pod tačkom 1, 2 i 3 lek se uvodi u terapiju na  osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa, a pod tačkom 4. na osnovu mišljenja neurologa ili neuropsihijatra."
554,1072012,N06AX21,duloksetin,DULSEVIA,"gastrorezistentna kapsula, tvrda","blister, 28 po 90 mg","Krka d.d., Novo Mesto",Slovenija,1431.7,60 mg,34.08809523809524,0.75,"1. Teške depresivne epizode (F32.2;F32.3)
2. Rekurentni depresivni poremećaj (F33)
3. Generalizovani anksiozni poremećaji (F41.1)
4. Neuropatski bol (G63.2)","Za indikacije pod tačkom 1, 2 i 3 lek se uvodi u terapiju na  osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa, a pod tačkom 4. na osnovu mišljenja neurologa ili neuropsihijatra."
555,1072870,N06AX22,agomelatin,MELITOR,film tableta,"blister, 28 po 25 mg",Anpharm Przedsiebiorstwo Farmaceutyczne S.A.; Servier (Ireland) Industries LTD; Les Laboratoires Servier Industrie; Laboratorios Servier S.L.,Poljska; Irska; Francuska; Španija,2775.7,25 mg,99.13214285714285,0.9,"1. Depresivna epizoda (F32), 
2. Rekurentni depresivni poremećaj (F33).", Lek se uvodi u terapiju  na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
556,1079030,N06DA02,donepezil,YASNAL,film tableta,"blister, 28 po 5 mg","Krka, Tovarna Zdravil, d.d. ",Slovenija,875.5,"7,5 mg",46.90178571428571,0.6, Alzheimerova bolest (G30; F00).,Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
557,1079031,N06DA02,donepezil,YASNAL,film tableta,"blister, 28 po 10 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,1170.3,"7,5 mg",31.34732142857143,0.6, Alzheimerova bolest (G30; F00)., Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
558,1079600,N06DA02,donepezil,YASNAL Q-TAB,oralna disperzibilna tableta,"blister, 28 po 5mg","Krka, Tovarna Zdravil d.d; Tad Pharma GmbH",Slovenija; Nemačka,875.5,"7,5 mg",46.90178571428571,0.6,Alzheimerova bolest (G30; F00).,Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
559,1079602,N06DA02,donepezil,YASNAL Q-TAB,oralna disperzibilna tableta," blister, 28 po 10mg","Krka, Tovarna Zdravil d.d; Tad Pharma GmbH",Slovenija; Nemačka,1170.3,"7,5 mg",31.34732142857143,0.6,Alzheimerova bolest (G30; F00).,Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
560,1079051,N06DA02,donepezil,TREGONA,film tableta,"blister, 28 po 5 mg",Hemofarm a.d.,Republika Srbija,875.5,"7,5 mg",46.90178571428571,0.6,Alzheimerova bolest (G30; F00).,Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
561,1079050,N06DA02,donepezil,TREGONA,film tableta,"blister, 28 po 10 mg",Hemofarm a.d.,Republika Srbija,1170.3,"7,5 mg",31.34732142857143,0.6,Alzheimerova bolest (G30; F00).,Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
562,1079041,N06DA02,donepezil,DONECEPT,film tableta,"blister, 28 po 5 mg",Actavis Ltd,Malta,875.5,"7,5 mg",46.90178571428571,0.6,Alzheimerova bolest (G30; F00)., Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
563,1079035,N06DA02,donepezil,DONECEPT,film tableta,"blister, 28 po 10 mg",Actavis Ltd,Malta,1170.3,"7,5 mg",31.34732142857143,0.6,Alzheimerova bolest (G30; F00)., Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
564,1079110,N06DA02,donepezil,DONECEPT ODT,oralna disperzibilna tableta,"blister, 28 po 5mg",Pliva Hrvatska d.o.o.; Teva Gyogyszergyar ZRT,Mađarska; Hrvatska,875.5,"7,5 mg",46.90178571428571,0.6,Alzheimerova bolest (G30; F00)., Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
565,1079111,N06DA02,donepezil,DONECEPT ODT,oralna disperzibilna tableta,"blister, 28 po 10mg",Pliva Hrvatska d.o.o.; Teva Gyogyszergyar ZRT,Mađarska; Hrvatska,1170.3,"7,5 mg",31.34732142857143,0.6,Alzheimerova bolest (G30; F00)., Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
566,1088012,N06DA03,rivastigmin,EXELON,"kapsula, tvrda","blister, 28 po 1,5 mg",Novartis Farmaceutica S.A.,Španija,996.6,9 mg,213.55714285714285,0.75,"1. Alzheimerova bolest (G30; F00).   
2. Demencija u Parkinsonovoj bolesti (F02.3)",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
567,1088013,N06DA03,rivastigmin,EXELON,"kapsula, tvrda","blister, 28 po 3 mg",Novartis Farmaceutica S.A.,Španija,996.6,9 mg,106.77857142857142,0.75,"1. Alzheimerova bolest (G30; F00).   
2. Demencija u Parkinsonovoj bolesti (F02.3)",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
568,1088014,N06DA03,rivastigmin,EXELON,"kapsula, tvrda","blister, 28 po 4,5 mg",Novartis Farmaceutica S.A.,Španija,996.6,9 mg,71.18571428571428,0.75,"1. Alzheimerova bolest (G30; F00).   
2. Demencija u Parkinsonovoj bolesti (F02.3)",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
569,1088015,N06DA03,rivastigmin,EXELON,"kapsula, tvrda","blister, 28 po 6 mg",Novartis Farmaceutica S.A.,Španija,996.6,9 mg,53.38928571428571,0.75,"1. Alzheimerova bolest (G30; F00).   
2. Demencija u Parkinsonovoj bolesti (F02.3)",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
570,1088200,N06DA03,rivastigmin,NIMVASTID,"kapsula, tvrda ","kapsula, tvrda 28 po 1,5 mg",Krka Tovarna Zdravil d.d. ,Slovenija,996.6,9 mg,213.55714285714285,0.75,"1. Alzheimerova bolest (G30; F00).
2. Demencija u Parkinsonovoj bolesti (F02.3)",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
571,1088201,N06DA03,rivastigmin,NIMVASTID,"kapsula, tvrda ","kapsula, tvrda 28 po 3,0mg",Krka Tovarna Zdravil d.d. ,Slovenija,996.6,9 mg,106.77857142857142,0.75,"1. Alzheimerova bolest (G30; F00).
2. Demencija u Parkinsonovoj bolesti (F02.3)",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
572,1088202,N06DA03,rivastigmin,NIMVASTID,"kapsula, tvrda ","kapsula, tvrda 28 po 4,5mg",Krka Tovarna Zdravil d.d. ,Slovenija,996.6,9 mg,71.18571428571428,0.75,"1. Alzheimerova bolest (G30; F00).
2. Demencija u Parkinsonovoj bolesti (F02.3)",Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa.
